timestamp,asset,side,quantity,entry_price,exit_price,profit_loss,balance
2025-04-07 09:30:00,GOOGL,SELL,100.5,196.9896,196.538,-45.3858,9954.6142
2025-04-07 09:30:40,NFLX,BUY,260.7,667.3845,662.6185,-1242.4962,8712.118
2025-04-07 09:31:55,META,BUY,17.4,469.5171,464.5738,-86.01342,8626.10458
2025-04-07 09:32:58,MSFT,SELL,315.1,387.6021,385.3725,-702.54696,7923.55762
2025-04-07 09:33:40,NFLX,BUY,306.8,673.1604,674.3697,371.01324,8294.57086
2025-04-07 09:34:59,MSFT,BUY,284.7,445.1189,451.4779,1810.4073,10104.97816
2025-04-07 09:36:05,TSLA,BUY,303.1,328.4353,331.4132,902.60149,11007.57965
2025-04-07 09:37:00,AMZN,BUY,305.9,228.3551,225.6703,-821.28032,10186.29933
2025-04-07 09:38:10,NVDA,BUY,83.5,854.1585,861.7267,631.9447,10818.24403
2025-04-07 09:38:51,NVDA,SELL,338.6,615.1842,621.9085,2276.84798,13095.09201
2025-04-07 09:39:48,NFLX,SELL,307.6,677.6218,668.0186,-2953.94432,10141.14769
2025-04-07 09:40:44,MSFT,SELL,124.3,379.3306,380.4296,136.6057,10277.75339
2025-04-07 09:41:44,META,BUY,5.6,488.9729,492.0356,17.15112,10294.90451
2025-04-07 09:42:58,NVDA,SELL,322.7,663.8741,672.814,2884.90573,13179.81024
2025-04-07 09:44:17,NFLX,BUY,143.8,679.4281,677.5609,-268.50336,12911.30688
2025-04-07 09:45:15,MSFT,BUY,238.7,417.7238,423.2423,1317.26595,14228.57283
2025-04-07 09:46:06,AMZN,SELL,205.1,209.2484,208.8083,-90.26451,14138.30832
2025-04-07 09:47:06,GOOGL,SELL,168.2,174.9077,173.4054,-252.68686,13885.62146
2025-04-07 09:47:56,AAPL,SELL,264.1,203.0502,204.9899,512.27477,14397.89623
2025-04-07 09:48:55,NVDA,BUY,344.5,520.3269,513.2434,-2440.26575,11957.63048
2025-04-07 09:50:14,AAPL,SELL,175.6,196.7566,197.9156,203.5204,12161.15088
