timestamp,asset,side,quantity,entry_price,exit_price,profit_loss,balance,is_win,price_move_pct,notional,time_diff_s,trade_rate_per_min,trades_last_15m,trades_last_60m,prev_pl,loss_streak,win_streak,loss_win_ratio_20,hold_asymmetry_20,size_after_loss_ratio_20,notional_after_loss_ratio_20,qty_volatility_20,pnl_volatility_20,tail_loss_share_50,disposition_score,gambler_score,flag_overtrading,flag_loss_aversion,flag_revenge_trading,flag_disposition,flag_gambler_fallacy,p_calm,p_loss_averse,p_overtrader,p_revenge,pred_state,state_confidence
2025-03-01 09:30:00,TSLA,BUY,287.7,1373.436404081,1380.5528762149,2047.409032922982,12047.409032922982,1,0.5181508304824974,395137.6534541037,60.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.9999999989999999,0.0,overtrader,0.9999999989999999
2025-03-01 09:30:20,AAPL,BUY,89.0,630.4633775043,638.1450938828,683.6727576865025,12731.081790609484,1,1.2184238851265317,56111.240597882694,20.0,3.0,2.0,2.0,2047.409032922982,0.0,2.0,1.0,1.0,1.0,1.0,0.7459629276401436,0.7061723096574798,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.9999999989999999,0.0,overtrader,0.9999999989999999
2025-03-01 09:31:20,AAPL,BUY,266.5,297.4842813719,301.2426092883,1001.594389720598,13732.676180330083,1,1.2633702523895318,79279.56098561136,60.0,1.0,3.0,3.0,683.6727576865025,0.0,3.0,1.0,1.0,1.0,1.0,0.5089350399610184,0.5734571860805695,0.0,0.0,0.0,False,False,False,False,False,7.4827937e-317,2.61730286e-315,0.9999999989999999,3.4940876e-317,overtrader,0.9999999989999999
2025-03-01 09:31:40,MSFT,BUY,292.5,169.9872806057,171.0309137469,305.2626938010054,14037.938874131089,1,0.6139477833136677,49721.279577167246,20.0,3.0,4.0,4.0,1001.594389720598,0.0,4.0,1.0,1.0,1.0,1.0,0.41583760864009467,0.7411749564486568,0.0,0.0,0.0,False,False,False,False,False,1.332769891947206e-268,4.708128212793273e-267,0.9999999989999999,6.02302666543476e-269,overtrader,0.9999999989999999
2025-03-01 09:32:00,NFLX,SELL,103.1,2930.3049787214,2919.4413373416,1120.0414262573695,15157.98030038846,1,0.3707341542495826,302114.44330617634,20.0,3.0,5.0,5.0,305.2626938010054,0.0,5.0,1.0,1.0,1.0,1.0,0.49367641875168267,0.6299442008877959,0.0,0.0,0.0,False,False,False,False,False,6.946159082380817e-222,2.4313923876537896e-220,0.9999999989999999,3.219989347843173e-222,overtrader,0.9999999989999999
2025-03-01 09:32:20,MSFT,SELL,181.2,1134.4236260624,1130.1969473759,765.8741779938015,15923.85447838226,1,0.37258380285741605,205557.56104250686,20.0,3.0,6.0,6.0,1120.0414262573695,0.0,6.0,1.0,1.0,1.0,1.0,0.4543111059885897,0.5988785215993295,0.0,0.0,0.0,False,False,False,False,False,1.6686033129201284e-179,5.861219271937958e-178,0.9999999989999999,7.617020072316528e-180,overtrader,0.9999999989999999
2025-03-01 09:32:30,TSLA,SELL,122.8,1568.6130633832,1555.9031423723,1560.7783001385153,17484.632778520776,1,0.8102648962695094,192625.68418345693,10.0,6.0,7.0,7.0,765.8741779938015,0.0,7.0,1.0,1.0,1.0,1.0,0.46736150502507895,0.5439926583558989,0.0,0.0,0.0,False,False,False,False,False,2.674014929753015e-143,9.379566640867412e-142,0.9999999989999999,1.22617323600564e-143,overtrader,0.9999999989999999
2025-03-01 09:33:00,TSLA,BUY,141.6,1093.2918050197,1096.0403172875,389.1893371205015,17873.822115641276,1,0.2513978660754813,154810.11959078952,30.0,2.0,8.0,8.0,1560.7783001385153,0.0,8.0,1.0,1.0,1.0,1.0,0.4574577118481907,0.5991948702665685,0.0,0.0,0.0,False,False,False,False,False,8.622626466578797e-107,3.0277197983698986e-105,0.9999999989999999,3.9402557437408973e-107,overtrader,0.9999999989999999
2025-03-01 09:33:30,AAPL,SELL,246.3,1650.6379463379,1651.5296632748,-219.6298815584481,17654.192234082828,0,0.054022563753470663,406552.1261830248,30.0,2.0,9.0,9.0,389.1893371205015,1.0,0.0,0.22314944720118296,0.07975467811186555,1.0,1.0,0.4261090550806768,0.8021115889968188,0.0,0.0,1.0,False,False,False,False,False,2.6163242300504188e-77,1.9803352644603904e-75,0.9999999989999999,1.2027783618776296e-77,overtrader,0.9999999989999999
2025-03-01 09:33:40,NVDA,SELL,61.6,2114.2095341309,2090.1118045387,1484.4201428795084,19138.612376962337,1,1.1397985489690077,130235.30730246345,10.0,6.0,10.0,10.0,-219.6298815584481,0.0,1.0,0.21122224445775087,0.0741313289719632,0.3415107415088482,0.7201428056953894,0.48884492859541695,0.7371739998045255,0.0,0.0,0.0,False,False,False,False,False,5.091112715814083e-55,3.4615980912621447e-53,0.9999999989999999,2.414937922848964e-55,overtrader,0.9999999989999999
