trade_idx,timestamp,pred_state,state_probability,state,probability,is_predicted_state
0,2025-03-01 09:30:00,overtrader,0.9999999989999999,calm,0.0,False
0,2025-03-01 09:30:00,overtrader,0.9999999989999999,loss_averse,0.0,False
0,2025-03-01 09:30:00,overtrader,0.9999999989999999,overtrader,0.9999999989999999,True
0,2025-03-01 09:30:00,overtrader,0.9999999989999999,revenge,0.0,False
1,2025-03-01 09:30:20,overtrader,0.9999999989999999,calm,0.0,False
1,2025-03-01 09:30:20,overtrader,0.9999999989999999,loss_averse,0.0,False
1,2025-03-01 09:30:20,overtrader,0.9999999989999999,overtrader,0.9999999989999999,True
1,2025-03-01 09:30:20,overtrader,0.9999999989999999,revenge,0.0,False
2,2025-03-01 09:31:20,overtrader,0.9999999989999999,calm,7.4827937e-317,False
2,2025-03-01 09:31:20,overtrader,0.9999999989999999,loss_averse,2.61730286e-315,False
2,2025-03-01 09:31:20,overtrader,0.9999999989999999,overtrader,0.9999999989999999,True
2,2025-03-01 09:31:20,overtrader,0.9999999989999999,revenge,3.4940876e-317,False
3,2025-03-01 09:31:40,overtrader,0.9999999989999999,calm,1.332769891947206e-268,False
3,2025-03-01 09:31:40,overtrader,0.9999999989999999,loss_averse,4.708128212793273e-267,False
3,2025-03-01 09:31:40,overtrader,0.9999999989999999,overtrader,0.9999999989999999,True
3,2025-03-01 09:31:40,overtrader,0.9999999989999999,revenge,6.023026665435444e-269,False
4,2025-03-01 09:32:00,overtrader,0.9999999989999999,calm,6.946159082380817e-222,False
4,2025-03-01 09:32:00,overtrader,0.9999999989999999,loss_averse,2.4313923876537896e-220,False
4,2025-03-01 09:32:00,overtrader,0.9999999989999999,overtrader,0.9999999989999999,True
4,2025-03-01 09:32:00,overtrader,0.9999999989999999,revenge,3.219989347843539e-222,False
5,2025-03-01 09:32:20,overtrader,0.9999999989999999,calm,1.6686033129200335e-179,False
5,2025-03-01 09:32:20,overtrader,0.9999999989999999,loss_averse,5.861219271937625e-178,False
5,2025-03-01 09:32:20,overtrader,0.9999999989999999,overtrader,0.9999999989999999,True
5,2025-03-01 09:32:20,overtrader,0.9999999989999999,revenge,7.617020072316961e-180,False
6,2025-03-01 09:32:30,overtrader,0.9999999989999999,calm,2.674014929752863e-143,False
6,2025-03-01 09:32:30,overtrader,0.9999999989999999,loss_averse,9.379566640866878e-142,False
6,2025-03-01 09:32:30,overtrader,0.9999999989999999,overtrader,0.9999999989999999,True
6,2025-03-01 09:32:30,overtrader,0.9999999989999999,revenge,1.2261732360057099e-143,False
7,2025-03-01 09:33:00,overtrader,0.9999999989999999,calm,8.622626466578551e-107,False
7,2025-03-01 09:33:00,overtrader,0.9999999989999999,loss_averse,3.0277197983698126e-105,False
7,2025-03-01 09:33:00,overtrader,0.9999999989999999,overtrader,0.9999999989999999,True
7,2025-03-01 09:33:00,overtrader,0.9999999989999999,revenge,3.9402557437407854e-107,False
8,2025-03-01 09:33:30,overtrader,0.9999999989999999,calm,2.6163242300503443e-77,False
8,2025-03-01 09:33:30,overtrader,0.9999999989999999,loss_averse,1.9803352644603342e-75,False
8,2025-03-01 09:33:30,overtrader,0.9999999989999999,overtrader,0.9999999989999999,True
8,2025-03-01 09:33:30,overtrader,0.9999999989999999,revenge,1.2027783618775953e-77,False
9,2025-03-01 09:33:40,overtrader,0.9999999989999999,calm,5.0911127158139384e-55,False
9,2025-03-01 09:33:40,overtrader,0.9999999989999999,loss_averse,3.4615980912620464e-53,False
9,2025-03-01 09:33:40,overtrader,0.9999999989999999,overtrader,0.9999999989999999,True
9,2025-03-01 09:33:40,overtrader,0.9999999989999999,revenge,2.4149379228488952e-55,False
10,2025-03-01 09:33:50,overtrader,0.9999999989999999,calm,2.5027727751150905e-34,False
10,2025-03-01 09:33:50,overtrader,0.9999999989999999,loss_averse,8.575095555207862e-33,False
10,2025-03-01 09:33:50,overtrader,0.9999999989999999,overtrader,0.9999999989999999,True
10,2025-03-01 09:33:50,overtrader,0.9999999989999999,revenge,1.187162192365762e-34,False
11,2025-03-01 09:34:50,overtrader,0.9999999989861283,calm,2.938041071750893e-13,False
11,2025-03-01 09:34:50,overtrader,0.9999999989861283,loss_averse,1.3445611817573505e-11,False
11,2025-03-01 09:34:50,overtrader,0.9999999989861283,overtrader,0.9999999989861283,True
11,2025-03-01 09:34:50,overtrader,0.9999999989861283,revenge,1.3206070962371982e-13,False
12,2025-03-01 09:35:20,overtrader,0.814360995966289,calm,0.004170646127186961,False
12,2025-03-01 09:35:20,overtrader,0.814360995966289,loss_averse,0.1796250722040998,False
12,2025-03-01 09:35:20,overtrader,0.814360995966289,overtrader,0.814360995966289,True
12,2025-03-01 09:35:20,overtrader,0.814360995966289,revenge,0.0018432848880631577,False
13,2025-03-01 09:35:30,loss_averse,0.9698192819205983,calm,0.02091680287814136,False
13,2025-03-01 09:35:30,loss_averse,0.9698192819205983,loss_averse,0.9698192819205983,True
13,2025-03-01 09:35:30,loss_averse,0.9698192819205983,overtrader,4.16819153761338e-05,False
13,2025-03-01 09:35:30,loss_averse,0.9698192819205983,revenge,0.00922223231606478,False
14,2025-03-01 09:35:40,loss_averse,0.9701494914284795,calm,0.020700369561803936,False
14,2025-03-01 09:35:40,loss_averse,0.9701494914284795,loss_averse,0.9701494914284795,True
14,2025-03-01 09:35:40,loss_averse,0.9701494914284795,overtrader,1.4864883212815589e-08,False
14,2025-03-01 09:35:40,loss_averse,0.9701494914284795,revenge,0.00915012317468391,False
15,2025-03-01 09:36:40,loss_averse,0.9721075614336903,calm,0.019260456276958122,False
15,2025-03-01 09:36:40,loss_averse,0.9721075614336903,loss_averse,0.9721075614336903,True
15,2025-03-01 09:36:40,loss_averse,0.9721075614336903,overtrader,2.3510514961386512e-12,False
15,2025-03-01 09:36:40,loss_averse,0.9721075614336903,revenge,0.00863198131489294,False
16,2025-03-01 09:37:00,loss_averse,0.9591422413224513,calm,0.02786523568855158,False
16,2025-03-01 09:37:00,loss_averse,0.9591422413224513,loss_averse,0.9591422413224513,True
16,2025-03-01 09:37:00,loss_averse,0.9591422413224513,overtrader,0.0003267727098673242,False
16,2025-03-01 09:37:00,loss_averse,0.9591422413224513,revenge,0.012665749319987332,False
17,2025-03-01 09:37:30,overtrader,0.9999998096179503,calm,5.978080422938184e-08,False
17,2025-03-01 09:37:30,overtrader,0.9999998096179503,loss_averse,2.3398140660923693e-10,False
17,2025-03-01 09:37:30,overtrader,0.9999998096179503,overtrader,0.9999998096179503,True
17,2025-03-01 09:37:30,overtrader,0.9999998096179503,revenge,1.2936726402311924e-07,False
18,2025-03-01 09:37:50,overtrader,0.9999999989999999,calm,8.341358288709235e-23,False
18,2025-03-01 09:37:50,overtrader,0.9999999989999999,loss_averse,1.5881742032865846e-24,False
18,2025-03-01 09:37:50,overtrader,0.9999999989999999,overtrader,0.9999999989999999,True
18,2025-03-01 09:37:50,overtrader,0.9999999989999999,revenge,1.8773445300450996e-22,False
19,2025-03-01 09:38:10,overtrader,0.9999999989999999,calm,5.309760528478979e-41,False
19,2025-03-01 09:38:10,overtrader,0.9999999989999999,loss_averse,9.669572581473364e-43,False
19,2025-03-01 09:38:10,overtrader,0.9999999989999999,overtrader,0.9999999989999999,True
19,2025-03-01 09:38:10,overtrader,0.9999999989999999,revenge,1.1963225352305419e-40,False
20,2025-03-01 09:38:30,overtrader,0.9999999989999999,calm,1.598044317699816e-63,False
20,2025-03-01 09:38:30,overtrader,0.9999999989999999,loss_averse,3.001219413098806e-65,False
20,2025-03-01 09:38:30,overtrader,0.9999999989999999,overtrader,0.9999999989999999,True
20,2025-03-01 09:38:30,overtrader,0.9999999989999999,revenge,3.614920943729617e-63,False
21,2025-03-01 09:38:50,overtrader,0.9999999989999999,calm,4.23644105734653e-91,False
21,2025-03-01 09:38:50,overtrader,0.9999999989999999,loss_averse,1.322712482002459e-94,False
21,2025-03-01 09:38:50,overtrader,0.9999999989999999,overtrader,0.9999999989999999,True
21,2025-03-01 09:38:50,overtrader,0.9999999989999999,revenge,2.2686255683679314e-90,False
22,2025-03-01 09:39:50,overtrader,0.9999999989999999,calm,1.719064728451867e-119,False
22,2025-03-01 09:39:50,overtrader,0.9999999989999999,loss_averse,6.043344708236965e-123,False
22,2025-03-01 09:39:50,overtrader,0.9999999989999999,overtrader,0.9999999989999999,True
22,2025-03-01 09:39:50,overtrader,0.9999999989999999,revenge,9.149495548802911e-119,False
23,2025-03-01 09:40:20,overtrader,0.9999999989999999,calm,6.070225927025917e-157,False
23,2025-03-01 09:40:20,overtrader,0.9999999989999999,loss_averse,1.3589179496368835e-160,False
23,2025-03-01 09:40:20,overtrader,0.9999999989999999,overtrader,0.9999999989999999,True
23,2025-03-01 09:40:20,overtrader,0.9999999989999999,revenge,3.5314554095375963e-156,False
