timestamp,asset,side,quantity,entry_price,exit_price,profit_loss,balance,is_win,price_move_pct,notional,time_diff_s,trade_rate_per_min,prev_pl,loss_streak,loss_win_ratio_20,hold_asymmetry_20,size_after_loss_ratio_20,notional_after_loss_ratio_20,qty_volatility_20,pnl_volatility_20,tail_loss_share_50,trades_last_15m,trades_last_60m,trader
2025-03-01 09:30:00,NFLX,SELL,4.0,1754.2560657339843,1756.0972839206006,7.364872746465153,10007.364872746464,1,0.10495720793445677,7017.024262935937,60.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,calm
2025-03-01 09:31:00,NVDA,BUY,36.0,1294.3103418670944,1295.917635224856,57.86256087941729,10065.227433625882,1,0.12418145059721647,46595.1723072154,60.0,1.0,7.364872746465153,0.0,1.0,1.0,1.0,1.0,1.1313708498419075,1.0948539817390672,0.0,2.0,2.0,calm
2025-03-01 09:32:00,AMZN,BUY,178.0,1966.2724934208509,1969.666302489889,604.0980142887765,10669.32544791466,1,0.17260115677720317,349996.50382891146,60.0,1.0,57.86256087941729,0.0,1.0,1.0,1.0,1.0,1.2745031263046893,1.4831855361078472,0.0,3.0,3.0,calm
2025-03-01 09:33:00,NFLX,SELL,131.0,2536.847036885663,2535.15581201756,-221.55045772153107,10447.774990193127,0,0.0666664108443206,332326.9618320218,60.0,1.0,604.0980142887765,1.0,0.9930167383182467,0.497832735064347,1.0,1.0,0.9289266885877732,3.125701250754307,0.0,4.0,4.0,calm
2025-03-01 09:34:00,TSLA,SELL,1.0,915.8562134054976,915.0316449005636,-0.8245685049341773,10446.950421688194,0,0.09003252834492372,915.8562134054976,60.0,1.0,-221.55045772153107,2.0,0.49835627851510145,0.5850762062204903,0.008695652173837429,0.0037693763022376456,1.1441510532336447,3.4365395560206133,0.0,5.0,5.0,calm
2025-03-01 09:35:00,AMZN,BUY,17.0,591.9385843197384,589.4198672666482,-42.81818990253339,10404.13223178566,0,0.42550310451218154,10062.955933435553,60.0,1.0,-0.8245685049341773,3.0,0.396209671922743,1.4492017399525026,0.07826086956453686,0.022592669966796916,1.2234047197946174,4.157240439439782,0.0,6.0,6.0,calm
2025-03-01 09:36:00,AMZN,BUY,199.0,1009.284768073687,1006.2898782732908,-595.9830702788229,9808.149161506835,0,0.29673387483190344,200847.66884666373,60.0,1.0,-42.81818990253339,4.0,0.9649748367035391,1.6408678175713507,0.6289855072409073,0.2906037381400584,1.0624874296444724,13.064007166633449,0.0,7.0,7.0,calm
2025-03-01 09:37:00,NFLX,BUY,62.0,56.08297773407398,55.99434692522233,-5.495110148802127,9802.654051358037,0,0.15803513370906125,3477.144619512587,60.0,1.0,-595.9830702788229,5.0,0.7769058229472031,1.5487203483202432,0.6065217391251606,0.22153051218429456,1.0167625414559682,13.441539718460362,0.6876690203992406,8.0,8.0,calm
2025-03-01 09:38:00,MSFT,BUY,48.0,464.0446965639435,464.58183958072857,25.782864805683857,9828.43691616372,1,0.11575243091047947,22274.145435069287,60.0,1.0,-5.495110148802127,0.0,0.9974519144043869,1.6030710439475555,0.5686956521689679,0.19555908602666328,1.0031794672061738,16.294737573411883,0.6876690203992406,9.0,9.0,calm
2025-03-01 09:39:00,TSLA,BUY,62.0,2640.364754717853,2641.3754750795647,62.6646624260984,9891.101578589818,1,0.03827957330158125,163702.61479250688,60.0,1.0,25.782864805683857,0.0,1.1437085050221265,1.8658215592995135,0.6427518427455258,0.21292593723334874,0.9642476317008094,26.99699719887934,0.6876690203992406,10.0,10.0,calm
2025-03-01 09:40:00,NFLX,SELL,69.0,818.6836062809838,817.2890424226705,-96.22490622361704,9794.8766723662,0,0.17034222349298553,56489.16883338788,60.0,1.0,62.6646624260984,1.0,1.0589102699127506,1.8102652060733335,0.6869747899087503,0.25031625998697854,0.920418036673078,15.02021347443399,0.6189483421603952,11.0,11.0,calm
2025-03-01 09:41:00,TSLA,BUY,147.0,3480.3337366239334,3479.507633567413,-121.43714930843544,9673.439523057765,0,0.023736317233804715,511609.05928371823,60.0,1.0,-96.22490622361704,2.0,1.0221054586886864,1.582162137479863,0.8298319327643925,0.6577973904883234,0.8528450305645644,9.873796166252548,0.5496308069535921,12.0,12.0,calm
