timestamp,asset,side,quantity,entry_price,exit_price,profit_loss,balance,is_win,price_move_pct,notional,time_diff_s,trade_rate_per_min,trades_last_15m,trades_last_60m,prev_pl,loss_streak,win_streak,loss_win_ratio_20,hold_asymmetry_20,size_after_loss_ratio_20,notional_after_loss_ratio_20,qty_volatility_20,pnl_volatility_20,tail_loss_share_50,disposition_score,gambler_score,flag_overtrading,flag_loss_aversion,flag_revenge_trading,flag_disposition,flag_gambler_fallacy,p_calm,p_loss_averse,p_overtrader,p_revenge,pred_state,state_confidence
2025-03-01 09:30:00,NVDA,SELL,29.0,181.42191950373507,180.38365545964288,-30.10965727867344,9969.890342721326,0,0.5722925029823032,5261.235665608317,60.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False,0.8999999964236105,0.0,2.9737660605721724e-09,0.0999999996026234,calm,0.8999999964236105
2025-03-01 09:31:00,MSFT,BUY,182.0,2484.9298821289417,2485.1304804359424,36.50889187413577,9983.351637840158,1,0.008072594258828922,452257.2385474674,60.0,1.0,2.0,2.0,-30.10965727867344,0.0,1.0,0.8247212044027964,70.89324865586346,1.0,1.0,1.0254723935593961,14.7225194330088,0.0,5.0,0.0,False,False,False,True,False,0.3999999984077314,0.3999999984077315,2.98067121080729e-09,0.19999999920386574,loss_averse,0.3999999984077315
2025-03-01 09:32:00,NFLX,BUY,38.0,396.9754621379618,396.99371834948977,0.6937360380622977,10059.707484477363,1,0.004598826191822554,15085.06756124255,60.0,1.0,3.0,3.0,36.50889187413577,0.0,2.0,1.6186844299341736,90.32805988610691,4.789473684084488,29.980458271821302,1.0343919051384425,14.101572399857938,0.0,5.0,0.0,False,True,False,True,False,0.0,0.5190279623085934,2.399684741139451e-09,0.48097203449010184,loss_averse,0.5190279623085934
2025-03-01 09:33:00,NVDA,BUY,76.0,1773.306824263329,1771.6857093386564,-123.20473427511844,9936.502750202248,0,0.09141762172742689,134771.318644013,60.0,1.0,4.0,4.0,0.6937360380622977,1.0,0.0,4.121063487971525,52.378501884419975,3.1929824560843336,6.035875413784673,0.8638430714271182,2.357459255488672,0.0,5.0,3.1929824560843336,False,True,False,True,True,0.0,0.6077042683678681,1.8315596218760266e-09,0.3922957291928679,loss_averse,0.6077042683678681
2025-03-01 09:34:00,NVDA,BUY,,3243.2426771789565,3241.91857545992,,9770.990035322608,0,0.04082647679599438,,60.0,1.0,5.0,5.0,-123.20473427511844,0.0,0.0,4.121063487971525,37.06695672878735,3.1929824560843336,6.035875413784673,0.8638430714271182,2.357459255488672,0.0,5.0,0.0,False,True,False,True,False,0.0,0.6470242054979684,1.9693913744351287e-09,0.352975791885616,loss_averse,0.6470242054979684
2025-03-01 09:35:00,AMZN,BUY,107.0,307.25658214541727,307.5059326395595,26.680502873217563,9818.93296439322,1,0.08115383319059281,32876.454289559646,60.0,1.0,6.0,6.0,0.0,0.0,1.0,3.5998797255627015,7.509029303267792,3.1929824560843336,6.035875413784673,0.7160321294800014,3.594252584588512,0.0,5.0,0.0,False,True,False,True,False,0.0,0.6727605967921835,2.0760817805399907e-09,0.3272394004589742,loss_averse,0.6727605967921835
2025-03-01 09:36:00,AAPL,SELL,37.0,2711.3425278403706,2711.2908212173784,-1.913145050712956,9817.019819342506,0,0.0019070487207460342,100319.67353009371,60.0,1.0,7.0,7.0,26.680502873217563,1.0,0.0,2.4298673951755245,5.647016130163673,3.6158940396632606,5.423267586345622,0.7534482538888222,3.8011691863660393,0.0,4.647016130163673,3.6158940396632606,False,True,False,True,True,0.0,0.6177656729261475,1.9984331995998645e-09,0.38223432443982325,loss_averse,0.6177656729261475
2025-03-01 09:37:00,AMZN,SELL,1.0,3300.9517130300687,3301.690546689576,0.738833659507236,9817.758653002014,1,0.02238244372344389,3300.9517130300687,60.0,1.0,8.0,8.0,-1.913145050712956,0.0,1.0,3.2027817564969783,6.079146579188221,1.81788079466587,2.73142556531433,0.9109663358116321,4.1078499418374745,0.0,5.0,0.0,False,True,False,True,False,0.0,0.723333540247553,2.3320641086814197e-09,0.27666645669704926,loss_averse,0.723333540247553
2025-03-01 09:38:00,AAPL,BUY,83.0,3289.01006309034,3291.029004773067,167.5721596663425,9985.330812668357,1,0.06138447873368363,272987.8352364982,60.0,1.0,9.0,9.0,0.738833659507236,0.0,2.0,1.114208044635808,4.972372980170488,1.5641025640758275,1.7415505719675417,0.8232119392771109,8.377740537373349,0.0,3.972372980170488,0.0,False,False,False,True,False,0.27460465482462787,0.4456832159229801,3.3334436614317245e-09,0.2797121249189483,loss_averse,0.4456832159229801
2025-03-01 09:39:00,AAPL,BUY,8.0,1182.8166978862394,1183.0031737535337,1.4918069383529655,9991.119841152757,1,0.015765407068350775,9462.533583089915,60.0,1.0,10.0,10.0,167.5721596663425,0.0,3.0,1.3285141805782053,5.480340750556262,1.8904958677295354,2.1382631701944588,0.9143681368783555,8.654192845454382,0.0,4.480340750556262,0.0,False,True,False,True,False,0.06538150799631805,0.5314056698483712,3.484165334793785e-09,0.40321281767114536,loss_averse,0.5314056698483712
2025-03-01 09:40:00,MSFT,SELL,121.0,2398.0175179382154,2394.430348213433,-434.04753669869433,9557.07230445406,0,0.14958897080390407,290160.1196705241,60.0,1.0,11.0,11.0,1.4918069383529655,1.0,0.0,3.7824810674820797,5.312639393485158,1.5123966941898779,1.661031738704342,0.8335533172997912,4.416501288515239,0.0,4.312639393485158,1.5123966941898779,False,True,False,True,True,0.0,0.7298948013226577,2.696335117261313e-09,0.2701051952511123,loss_averse,0.7298948013226577
2025-03-01 09:41:00,GOOG,SELL,15.0,2314.489157539023,2314.6094831439973,1.8048840746155288,9568.980843392852,1,0.005198797522225502,34717.337363085346,60.0,1.0,12.0,12.0,-434.04753669869433,0.0,1.0,4.379072609290159,6.035795087690505,1.0909090908910595,1.1917441496363235,0.887984501304322,4.64558393739248,0.0,5.0,0.0,False,True,False,True,False,0.0,0.8478627116716317,3.383927212952378e-09,0.15213728409657837,loss_averse,0.8478627116716317
2025-03-01 09:42:00,NVDA,SELL,76.0,1561.7017923113767,1561.8507893190183,11.323772580777586,9482.583308889323,1,0.009540682374511875,118689.33621566463,60.0,1.0,13.0,13.0,1.8048840746155288,0.0,2.0,4.77504250266107,6.581794672309053,1.0523917995276384,1.2150881929394992,0.8347425285471551,5.011182129470353,0.0,5.0,0.0,False,True,False,True,False,0.0,0.8711801859344036,3.849423931586687e-09,0.12881980934499215,loss_averse,0.8711801859344036
2025-03-01 09:43:00,NFLX,BUY,78.0,1593.8158684953166,1594.7898885605173,75.97356508565053,9558.556873974974,1,0.06111245875093374,124317.6377426347,60.0,1.0,14.0,14.0,11.323772580777586,0.0,3.0,4.107551356617159,5.723641036011529,1.0212765957288776,1.2266929567346283,0.7885514105803169,6.827514009018448,0.0,4.723641036011529,0.0,False,True,False,True,False,0.0,0.8919856019329412,4.500158047267504e-09,0.10801439267491508,loss_averse,0.8919856019329412
2025-03-01 09:44:00,TSLA,SELL,186.0,3077.5898473774573,3079.394819747176,335.72486076765927,9894.281734742632,1,0.05864889277744739,572431.7116122071,60.0,1.0,15.0,15.0,75.97356508565053,0.0,4.0,2.237142855044205,5.221965072857715,0.8449502133604486,0.8978170721144709,0.7984089777902744,33.314278137682464,0.0,4.221965072857715,0.0,False,True,False,True,False,0.0,0.8823100402379864,5.893561989199918e-09,0.11768995288247291,loss_averse,0.8823100402379864
2025-03-01 09:45:00,AMZN,SELL,89.0,1426.040970429346,1426.780373879832,65.80690709326996,9960.088641835902,1,0.051850084662211145,126917.6463682118,60.0,1.0,15.0,16.0,335.72486076765927,0.0,5.0,2.237279971675217,4.959782873991368,0.8333333333228113,0.9258467272594169,0.7609003988715098,17.720843961675993,0.0,3.959782873991368,0.0,False,True,False,True,False,0.0007278517762953178,0.8949119825054588,5.888529963194542e-09,0.10436015882971585,loss_averse,0.8949119825054588
2025-03-01 09:46:00,TSLA,SELL,165.0,3464.7387614691165,3458.9503131921497,-955.0939656995296,9004.994676136374,0,0.1670673801250967,571681.8956424042,60.0,1.0,15.0,17.0,65.80690709326996,1.0,0.0,4.690761345757196,4.939797989243724,0.7586206896464526,0.7692818705242052,0.7384791601418691,5.581961097630357,0.6184363591720669,3.939797989243724,0.7586206896464526,False,True,False,True,False,0.0,0.8365458990379334,4.8526507746362105e-09,0.16345409527286983,loss_averse,0.8365458990379334
2025-03-01 09:47:00,MSFT,SELL,98.0,356.1414019340886,355.44166339103225,-68.57437721952283,8936.42029891685,0,0.1964777302650962,34901.85738954068,60.0,1.0,15.0,18.0,-955.0939656995296,2.0,0.0,4.082537074274778,5.047238185286019,0.8505747126339014,0.6180342761419013,0.7079848413448444,5.299969794927648,0.5921435036672934,4.047238185286019,1.7011494252678028,False,True,False,True,True,0.0,0.7793054239841336,4.453127454740874e-09,0.22069457078343344,loss_averse,0.7793054239841336
2025-03-01 09:48:00,MSFT,SELL,82.0,630.3678399008397,630.1224272900026,-20.123834088641612,8916.296464828209,0,0.03893165153782406,51690.16287186886,60.0,1.0,15.0,19.0,-68.57437721952283,3.0,0.0,3.5429766088102155,4.557312661783622,0.8689655172313911,0.543091043233624,0.6867093772090814,5.325736601259799,0.5848466837585041,3.557312661783622,2.6068965516941733,False,True,False,True,True,0.0,0.7274400345062622,4.094572349097716e-09,0.27255996067172544,loss_averse,0.7274400345062622
