timestamp,asset,side,quantity,entry_price,exit_price,profit_loss,balance,is_win,price_move_pct,notional,time_diff_s,trade_rate_per_min,trades_last_15m,trades_last_60m,prev_pl,loss_streak,win_streak,loss_win_ratio_20,hold_asymmetry_20,size_after_loss_ratio_20,notional_after_loss_ratio_20,qty_volatility_20,pnl_volatility_20,tail_loss_share_50,disposition_score,gambler_score,flag_overtrading,flag_loss_aversion,flag_revenge_trading,flag_disposition,flag_gambler_fallacy
2025-03-01 09:30:00,AMZN,BUY,101.0,3181.996262450629,3183.367847907096,138.53013110317443,-35346.411202210766,1,0.04310455900442541,321381.6225075135,10.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False
2025-03-01 09:30:10,NVDA,BUY,69.0,2542.2104939290925,2540.3286596486005,-129.84656535395197,2837.760919500244,0,0.07402354309311593,175412.52408110737,10.0,6.0,2.0,2.0,138.53013110317443,1.0,0.0,0.9373164113755699,1.7173019069331914,1.0,1.0,0.26620490585533313,43.708077399094314,0.0,0.7173019069331914,1.0,False,False,False,True,False
2025-03-01 09:30:20,NFLX,BUY,63.0,666.0183734013029,665.6542615693857,-22.939045410788932,-27347.022627534418,0,0.05466993801646158,41959.15752428208,10.0,6.0,3.0,3.0,-129.84656535395197,2.0,0.0,0.5514526318099215,1.492805878268621,0.913043478247637,0.23920274646342093,0.26303096044373026,28.433184877328177,0.0,0.4928058782686211,1.826086956495274,False,False,False,False,False
2025-03-01 09:30:30,AAPL,SELL,184.0,1063.4480692912311,1063.5364637514244,16.264580675564503,-11291.655628981644,1,0.008312061749485851,195674.44474958652,10.0,6.0,4.0,4.0,-22.939045410788932,0.0,1.0,0.9870208678779424,2.502954768646056,1.7898550724378282,0.6773564302740153,0.534501478223757,220.62772311170423,0.0,1.502954768646056,0.0,False,False,False,True,False
2025-03-01 09:30:40,MSFT,BUY,122.0,2374.1450724976467,2375.5803010633435,175.09788501502044,-6689.257098446622,1,0.06045243748253328,289645.69884471287,10.0,6.0,5.0,5.0,16.264580675564503,0.0,2.0,0.6947061509485885,1.7255907891848643,1.2931937172639456,0.5109760252788211,0.45366428541605947,3.492826964613985,0.0,0.7255907891848643,0.0,False,False,False,True,False
2025-03-01 09:30:50,TSLA,SELL,91.0,1028.9348738408362,1030.3130649194843,125.41538815699914,2744.6173638871505,1,0.1339434704455323,93633.0735195161,10.0,6.0,6.0,6.0,175.09788501502044,0.0,3.0,0.6711308205144805,1.0470864093498145,1.3138297872200655,0.6380095871883285,0.4216800433427329,2.312533352463637,0.0,0.04708640934981445,0.0,False,False,False,False,False
2025-03-01 09:31:00,GOOG,BUY,108.0,2158.3234106238,2159.140293583944,88.22335969561027,-5525.306829853455,1,0.03784803315957224,233098.9283473704,10.0,6.0,7.0,7.0,125.41538815699914,0.0,4.0,0.7027451694747266,1.1342207567175246,1.2666666666536752,0.6002438394237076,0.3835254888989516,1.9239133468559488,0.0,0.13422075671752465,0.0,False,False,False,False,False
2025-03-01 09:31:10,TSLA,BUY,190.0,2985.1275771496257,2984.305760704125,-156.14512464503605,-6662.780495783161,0,0.027530362581189495,567174.2396584289,10.0,6.0,8.0,8.0,88.22335969561027,1.0,0.0,0.9472950623418995,0.9179036611154616,1.064655172404615,0.43715933802920337,0.4130226818055694,4.245767275978202,0.0,0.0,1.064655172404615,False,False,False,False,False
2025-03-01 09:31:20,GOOG,SELL,162.0,447.60815236023416,449.6078188186844,323.9459662689381,-39677.50007049219,1,0.4467448700166749,72512.52068235794,10.0,6.0,9.0,9.0,-156.14512464503605,0.0,1.0,0.7122508716260859,0.4277729479913619,1.1752873563117074,0.3803706560758483,0.39110178901890635,2.4547702779053915,0.0,0.0,0.0,False,False,False,False,False
2025-03-01 09:31:30,AMZN,SELL,177.0,309.64360367591763,308.88600045754464,-134.0957696520196,-23873.444971000263,0,0.24466942296779234,54806.91785063742,10.0,6.0,10.0,10.0,323.9459662689381,1.0,0.0,0.7660601023523237,0.8232960337085587,1.0805812417351606,0.4387500367298053,0.37906776178512386,3.6860383031059913,0.0,0.0,1.0805812417351606,False,False,False,False,False
2025-03-01 09:31:40,AMZN,BUY,141.0,1383.7008635289906,1383.415393752721,-40.25123845400867,-22640.692926843574,0,0.020630888062127577,195101.82175758766,10.0,6.0,11.0,11.0,-134.0957696520196,2.0,0.0,0.6685284847427841,0.6925317904916922,1.0898282694761703,0.536063982167202,0.35755312651304344,4.309107979760559,0.3230960389542672,0.0,2.1796565389523406,False,False,False,False,True
