timestamp,asset,side,quantity,entry_price,exit_price,profit_loss,balance
2025-03-03 09:30:22,AAPL,SELL,156.0,186.0513,185.1038,-147.8,99852.2
2025-03-03 09:30:57,NVDA,BUY,43.0,896.4802,898.2732,77.1,99929.3
2025-03-03 09:30:48,AAPL,SELL,149.0,186.1711,186.4242,37.71,99967.01
2025-03-03 09:30:45,AMZN,SELL,89.0,3301.07,3307.6721,587.59,100554.6
2025-03-03 09:30:22,AAPL,SELL,62.0,186.1305,185.1131,-63.08,100491.52
2025-03-03 09:30:31,NFLX,BUY,76.0,599.062,600.2601,91.06,100582.58
2025-03-03 09:30:04,MSFT,SELL,17.0,407.9792,408.7951,13.87,100596.45
2025-03-03 09:30:39,TSLA,SELL,163.0,221.2174,221.6598,72.12,100668.57
2025-03-03 09:30:20,AAPL,BUY,46.0,184.1102,182.5323,-72.58,100595.99
2025-03-03 09:30:44,TSLA,SELL,17.0,219.911,219.1736,-12.53,100583.45
2025-03-03 09:30:07,MSFT,BUY,148.0,412.844,413.6697,122.2,100705.65
2025-03-03 09:30:01,GOOG,SELL,,146.0819,142.6501,-610.86,100094.79
2025-03-03 09:30:46,AMZN,BUY,98.0,3284.2124,3224.7325,-5829.03,94265.76
2025-03-03 09:30:17,TSLA,BUY,196.0,218.4264,215.4712,-579.22,93686.54
2025-03-03 09:30:41,AAPL,BUY,190.0,185.9668,186.3388,70.67,93757.21
2025-03-03 09:30:56,MSFT,BUY,55.0,410.755,407.3887,-185.15,93572.06
2025-03-03 09:30:10,NFLX,SELL,160.0,599.0617,600.2598,191.7,93763.76
2025-03-03 09:31:27,AAPL,BUY,122.0,186.1489,183.9193,-272.02,93491.74
2025-03-03 09:31:38,NVDA,SELL,187.0,892.595,858.0755,-6455.14,87036.6
2025-03-03 09:31:27,TSLA,SELL,143.0,220.5109,220.9519,63.07,87099.66
2025-03-03 09:31:41,AAPL,BUY,103.0,185.2068,181.8412,-346.66,86753.01
2025-03-03 09:31:57,AMZN,BUY,97.0,3308.4047,3288.8486,-1896.95,84856.06
2025-03-03 09:31:30,AAPL,BUY,1.0,184.6689,185.0382,0.37,84856.43
2025-03-03 09:31:17,AAPL,BUY,136.0,185.4662,184.9168,-74.71,84781.71
2025-03-03 09:31:46,AAPL,SELL,23.0,184.3228,184.6915,8.48,84790.19
2025-03-03 09:31:45,AAPL,BUY,14.0,184.8745,185.2442,5.18,84795.37
2025-03-03 09:31:37,MSFT,SELL,176.0,409.0097,407.0304,-348.36,84447.01
2025-03-03 09:31:49,AAPL,BUY,98.0,185.806,186.1776,36.42,84483.43
2025-03-03 09:31:32,NFLX,BUY,118.0,601.2377,599.4154,-215.03,84268.4
2025-03-03 09:31:05,NFLX,SELL,88.0,596.9729,597.6453,59.17,84327.57
2025-03-03 09:31:38,NVDA,BUY,146.0,895.3169,890.5764,-692.12,83635.46
2025-03-03 09:31:38,NVDA,BUY,81.0,901.7182,903.5216,146.08,83781.54
2025-03-03 09:31:02,NVDA,SELL,150.0,906.4667,907.8223,203.35,83984.89
2025-03-03 09:31:44,GOOG,SELL,41.0,144.9626,143.4665,-61.34,83923.54
2025-03-03 09:31:54,NVDA,SELL,49.0,905.0038,906.8138,88.69,84012.23
2025-03-03 09:31:57,NVDA,BUY,95.0,900.7285,901.1509,40.13,84052.36
2025-03-03 09:31:13,AAPL,SELL,167.0,183.9981,184.3661,61.46,84113.82
2025-03-03 09:31:56,TSLA,SELL,29.0,,216.6582,-88.37,84025.45
2025-03-03 09:31:27,AAPL,BUY,74.0,184.4449,183.2143,-91.07,83934.38
2025-03-03 09:31:42,AMZN,BUY,101.0,3302.5783,3302.126,-45.68,83888.7
2025-03-03 09:32:57,TSLA,SELL,130.0,218.5872,218.3383,-32.36,83856.34
2025-03-03 09:32:08,AAPL,BUY,5.0,184.326,183.5515,-3.87,83852.47
2025-03-03 09:32:51,AAPL,BUY,140.0,186.2127,186.5851,52.14,83904.61
2025-03-03 09:32:27,NVDA,BUY,96.0,905.4309,906.3474,87.99,83992.6
2025-03-03 09:32:50,MSFT,BUY,1.0,408.3248,409.1414,0.82,83993.41
2025-03-03 09:32:59,MSFT,BUY,87.0,413.3781,414.2049,71.93,84065.34
2025-03-03 09:32:23,AAPL,SELL,184.0,186.5222,184.8706,-303.89,83761.45
2025-03-03 09:32:43,MSFT,BUY,189.0,412.3751,413.1999,155.88,83917.33
2025-03-03 09:32:26,NVDA,SELL,93.0,893.9169,895.7048,166.27,84083.6
2025-03-03 09:32:27,MSFT,BUY,59.0,411.0433,403.7862,-428.17,83655.42
2025-03-03 09:32:56,NFLX,SELL,39.0,594.9476,596.1375,46.41,83701.83
2025-03-03 09:32:57,AMZN,SELL,118.0,3312.522,3308.9905,-416.71,83285.12
2025-03-03 09:32:15,MSFT,BUY,120.0,407.093,407.9072,97.7,83382.82
2025-03-03 09:32:46,AAPL,BUY,146.0,184.8617,184.6278,-34.14,83348.68
2025-03-03 09:32:10,TSLA,BUY,4.0,221.3749,221.4515,0.31,83348.99
2025-03-03 09:32:02,GOOG,BUY,84.0,144.7682,141.9105,-240.04,83108.95
2025-03-03 09:32:49,NVDA,BUY,55.0,901.0619,899.0267,-111.94,82997.01
2025-03-03 09:32:24,MSFT,SELL,78.0,410.5774,411.3986,64.05,83061.06
2025-03-03 09:33:20,MSFT,SELL,89.0,410.4884,411.3094,73.07,83134.13
2025-03-03 09:33:53,GOOG,SELL,54.0,145.3848,145.6755,15.7,83149.83
2025-03-03 09:33:15,AAPL,BUY,146.0,185.1822,180.7146,-652.28,82497.55
2025-03-03 09:33:26,AAPL,SELL,102.0,186.3813,186.754,38.02,82535.57
2025-03-03 09:33:36,AMZN,BUY,144.0,3306.3996,3313.0124,952.24,83487.82
2025-03-03 09:33:36,TSLA,BUY,178.0,221.3721,221.8148,78.81,83566.63
2025-03-03 09:33:29,TSLA,BUY,110.0,221.0775,218.5685,-275.98,83290.64
2025-03-03 09:33:27,AAPL,SELL,39.0,183.6811,184.0484,14.33,83304.97
2025-03-03 09:33:35,NVDA,SELL,142.0,902.953,893.9763,-1274.69,82030.28
2025-03-03 09:33:51,TSLA,BUY,7.0,220.6831,219.938,-5.22,82025.06
2025-03-03 09:33:19,AAPL,SELL,183.0,185.3505,185.7212,67.84,82092.9
2025-03-03 09:33:13,AAPL,BUY,154.0,184.6933,185.0627,56.89,82149.79
2025-03-03 09:33:07,TSLA,BUY,37.0,220.0488,212.1035,-293.98,81855.81
2025-03-03 09:33:40,NVDA,SELL,131.0,900.4546,895.5202,-646.41,81209.4
2025-03-03 09:33:21,MSFT,BUY,178.0,410.0278,401.3898,-1537.58,79671.82
2025-03-03 09:33:12,NFLX,SELL,18.0,599.764,600.9635,21.59,79693.41
2025-03-03 09:33:17,AMZN,BUY,34.0,3332.1845,3304.5311,-940.22,78753.2
2025-03-03 09:33:25,NFLX,SELL,12.0,602.0183,585.9635,-192.66,78560.54
2025-03-03 09:33:43,AMZN,BUY,165.0,3336.0229,3307.3593,-4729.5,73831.04
2025-03-03 09:33:20,TSLA,SELL,4.0,220.4821,220.9231,1.76,73832.8
2025-03-03 09:33:25,TSLA,SELL,158.0,221.1441,221.5864,69.88,73902.68
2025-03-03 09:33:55,TSLA,BUY,177.0,220.185,216.7176,-613.74,73288.95
2025-03-03 09:34:01,NVDA,BUY,80.0,899.1526,891.9641,-575.08,72713.86
2025-03-03 09:34:46,AMZN,SELL,197.0,3312.7808,3211.3498,-19981.91,52731.95
2025-03-03 09:34:43,AAPL,BUY,139.0,185.2618,183.4084,-257.62,52474.33
2025-03-03 09:34:35,NVDA,BUY,46.0,906.2398,908.0523,83.37,52557.7
2025-03-03 09:34:14,AAPL,SELL,31.0,184.4749,184.8377,11.25,52568.95
2025-03-03 09:34:24,NVDA,SELL,103.0,901.9417,903.7456,185.8,52754.75
2025-03-03 09:34:03,GOOG,BUY,67.0,145.4678,145.5969,8.65,52763.4
2025-03-03 09:34:10,MSFT,SELL,197.0,410.6275,411.4488,161.79,52925.19
2025-03-03 09:34:18,AMZN,BUY,161.0,3294.5236,3097.0469,-31793.74,21131.45
2025-03-03 09:34:56,NFLX,SELL,4.0,600.4459,596.6781,-15.07,21116.38
2025-03-03 09:34:50,NVDA,SELL,116.0,908.1815,902.6788,-638.31,20478.08
2025-03-03 09:34:01,AAPL,BUY,98.0,185.492,185.8101,31.18,20509.25
2025-03-03 09:34:32,MSFT,SELL,152.0,406.911,405.9937,-139.44,20369.81
2025-03-03 09:34:04,AAPL,BUY,184.0,185.708,186.0794,68.34,20438.16
2025-03-03 09:34:40,NVDA,SELL,156.0,897.6078,886.4592,-1739.18,18698.97
2025-03-03 09:34:02,AAPL,SELL,148.0,186.725,187.0984,55.27,18754.24
2025-03-03 09:34:49,NVDA,SELL,64.0,894.5139,870.8834,-1512.35,17241.89
2025-03-03 09:34:52,MSFT,BUY,182.0,410.5221,410.5631,7.47,17249.36
2025-03-03 09:34:42,TSLA,BUY,142.0,218.7617,219.1992,62.13,17311.49
2025-03-03 09:35:23,TSLA,SELL,42.0,220.3127,217.263,-128.09,17183.4
2025-03-03 09:35:21,AMZN,SELL,136.0,3296.3225,3302.9152,896.6,18080.0
2025-03-03 09:35:39,AMZN,BUY,104.0,3303.1839,3305.8808,280.48,18360.48
2025-03-03 09:35:35,AAPL,BUY,72.0,182.6608,181.2456,-101.89,18258.58
2025-03-03 09:35:51,TSLA,SELL,184.0,218.5089,218.9459,80.41,18338.99
2025-03-03 09:35:25,NFLX,BUY,26.0,603.8621,604.7884,24.08,18363.08
2025-03-03 09:35:14,MSFT,SELL,96.0,408.0542,408.8704,78.35,18441.42
2025-03-03 09:35:24,AAPL,SELL,94.0,185.0346,185.4047,34.79,18476.21
2025-03-03 09:35:55,NVDA,BUY,152.0,905.8945,889.8333,-2441.31,16034.9
2025-03-03 09:35:21,NVDA,SELL,17.0,903.1475,898.3153,-82.15,15952.75
2025-03-03 09:35:42,AAPL,SELL,23.0,186.3789,186.7517,8.57,15961.32
2025-03-03 09:35:56,NFLX,SELL,132.0,599.4823,590.0036,-1251.2,14710.13
2025-03-03 09:35:06,AAPL,BUY,86.0,184.7839,185.1534,31.78,14741.91
2025-03-03 09:35:52,NVDA,SELL,98.0,906.2035,906.0611,-13.95,14727.96
2025-03-03 09:35:58,AAPL,SELL,101.0,184.4184,181.286,-316.37,14411.59
2025-03-03 09:35:02,GOOG,BUY,140.0,144.2103,144.4988,40.38,14451.97
2025-03-03 09:35:34,TSLA,SELL,47.0,221.1029,221.5451,20.78,14472.75
2025-03-03 09:35:49,TSLA,SELL,98.0,219.5674,213.0386,-639.82,13832.93
2025-03-03 09:35:24,NVDA,BUY,66.0,902.4288,898.5384,-256.76,13576.17
2025-03-03 09:36:25,MSFT,SELL,175.0,410.9947,411.8167,143.85,13720.01
2025-03-03 09:36:41,NFLX,BUY,109.0,598.7749,566.7007,-3496.09,10223.93
2025-03-03 09:36:43,AAPL,SELL,196.0,184.9095,185.2793,72.48,10296.41
2025-03-03 09:36:05,AAPL,BUY,151.0,185.2199,183.2641,-295.33,10001.09
2025-03-03 09:36:41,NVDA,SELL,134.0,902.8575,904.6632,241.97,10243.05
2025-03-03 09:36:02,NVDA,SELL,59.0,905.0772,880.1609,-1470.07,8772.98
2025-03-03 09:36:45,TSLA,SELL,12.0,220.3507,218.4213,-23.15,8749.83
2025-03-03 09:36:29,AAPL,BUY,74.0,183.9044,184.2722,27.22,8777.05
2025-03-03 09:36:59,TSLA,SELL,34.0,221.1447,221.1668,0.75,8777.8
2025-03-03 09:36:32,TSLA,SELL,111.0,219.512,219.951,48.73,8826.53
2025-03-03 09:36:18,AAPL,BUY,43.0,186.7012,186.7789,3.34,8829.87
2025-03-03 09:36:57,MSFT,BUY,29.0,409.8111,409.2717,-15.64,8814.23
2025-03-03 09:36:12,AAPL,SELL,69.0,183.829,179.0063,-332.77,8481.46
2025-03-03 09:36:10,AMZN,SELL,102.0,3267.9083,3238.4907,-3000.6,5480.87
2025-03-03 09:36:28,TSLA,SELL,192.0,221.9941,221.9507,-8.33,5472.54
2025-03-03 09:36:01,NVDA,SELL,36.0,901.6408,903.4441,64.92,5537.46
2025-03-03 09:36:56,NFLX,BUY,77.0,599.6265,600.8257,92.34,5629.8
2025-03-03 09:36:01,MSFT,BUY,104.0,410.845,411.6667,85.46,5715.26
2025-03-03 09:36:32,NVDA,BUY,7.0,910.4617,901.663,-61.59,5653.67
2025-03-03 09:36:21,AMZN,BUY,59.0,3299.9245,3237.6323,-3675.24,1978.42
2025-03-03 09:36:53,AAPL,BUY,90.0,184.8795,184.6777,-18.16,1960.26
